Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2004,143,1329,63,1338,51,N,0,22,45,4,8,15,16,6,24,13,10,6,5,16,21,58,3,17,6,10,16,17,8,12,5,1,18
2004,138,1393,72,1268,70,N,0,22,55,4,12,24,38,12,26,11,12,7,5,25,20,52,3,12,27,38,12,28,13,17,5,6,26
2004,152,1210,67,1329,65,N,0,24,49,7,17,12,16,7,22,16,12,7,4,19,22,50,4,15,17,25,12,21,10,13,3,0,15
2004,139,1338,59,1458,55,N,0,21,59,2,10,15,19,15,25,10,9,7,3,17,17,48,8,18,13,17,7,24,9,13,4,3,20
2004,136,1181,96,1106,61,N,0,32,66,9,26,23,31,17,29,19,14,14,4,19,22,57,7,20,10,17,9,22,7,21,7,1,20
2004,137,1153,80,1190,77,N,0,29,62,13,32,9,11,12,33,22,17,3,11,19,29,74,6,23,13,20,17,21,14,6,11,3,14
2004,137,1242,78,1227,53,N,0,24,39,5,12,25,40,6,35,18,25,6,8,19,20,64,3,16,10,14,11,15,10,15,9,0,25
2004,138,1305,91,1211,72,N,0,30,64,8,17,23,29,14,29,18,8,4,4,18,28,75,3,22,13,18,19,20,9,10,4,1,23
2004,136,1163,70,1436,53,N,0,26,52,6,14,12,23,11,31,14,13,6,3,8,19,60,11,32,4,6,11,18,10,12,7,1,19
2004,137,1210,65,1320,60,N,0,25,55,6,18,9,12,8,29,10,12,4,3,14,21,54,10,27,8,10,3,25,15,10,2,1,16
2004,146,1210,79,1242,71,N,1,25,56,3,16,26,34,11,30,14,12,13,3,17,26,65,6,19,13,19,12,26,15,15,8,3,26
2004,136,1371,80,1112,76,N,0,27,58,8,22,18,24,12,21,12,10,6,0,19,28,53,5,11,15,19,7,22,12,14,4,3,15
2005,137,1314,96,1324,68,N,0,37,58,12,19,10,19,15,24,27,15,9,3,13,25,58,6,15,12,18,11,11,12,10,9,0,16
2005,143,1257,93,1449,79,N,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25
2005,137,1196,67,1325,62,N,0,21,54,7,23,18,19,11,21,15,16,11,8,21,18,46,9,18,17,26,10,23,8,20,8,5,21
2005,139,1437,76,1196,65,N,0,24,58,3,11,25,35,17,27,10,14,11,4,23,20,52,7,18,18,25,10,24,9,19,6,4,30
2005,136,1305,61,1400,57,N,0,23,62,3,14,12,18,16,33,11,8,4,7,14,24,68,5,10,4,6,13,27,2,5,5,6,16
2005,136,1452,63,1166,61,N,0,22,46,8,20,11,13,8,21,19,16,12,4,15,21,50,8,20,11,13,10,17,12,17,8,3,16
2005,143,1112,79,1329,78,N,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17
2005,137,1137,64,1242,63,N,0,22,55,8,31,12,16,9,21,17,9,10,1,21,20,46,1,11,22,27,8,26,14,13,5,3,15
2005,137,1436,60,1393,57,N,1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12
2005,138,1454,83,1130,75,N,0,26,55,11,24,20,22,10,16,17,16,11,5,26,23,50,4,11,25,35,15,21,16,22,6,2,22
2005,146,1314,88,1458,82,N,0,34,64,5,16,15,18,12,21,19,9,5,5,15,30,61,11,24,11,13,10,19,17,12,5,0,17
2005,137,1181,57,1175,46,N,0,16,39,6,20,19,29,5,27,9,8,5,6,15,19,52,5,15,3,6,9,21,10,11,3,1,23
2005,139,1181,63,1280,55,N,0,19,50,8,21,17,21,13,30,8,16,8,6,22,20,62,4,13,11,21,18,21,9,10,7,5,19
2005,145,1228,90,1112,89,N,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10
2005,138,1428,67,1328,58,N,0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24
2005,136,1454,83,1104,73,N,0,26,50,12,21,19,28,8,14,20,7,6,1,18,26,50,9,23,12,16,12,22,17,19,3,3,20
2005,136,1412,82,1261,68,N,0,27,59,7,16,21,36,11,24,15,15,8,2,23,23,64,6,31,16,22,16,26,10,21,6,5,26
2005,136,1228,67,1192,55,N,0,23,54,6,21,15,21,8,22,16,8,8,2,13,23,57,4,16,5,11,15,27,11,17,6,3,19
2005,137,1277,89,1330,81,N,0,29,51,3,14,28,36,5,25,11,13,9,1,22,26,61,7,20,22,26,10,20,13,15,9,1,29
2006,137,1400,60,1335,52,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,17,53,10,27,8,13,11,10,10,8,4,1,20
2006,136,1417,78,1125,44,N,0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16
2006,137,1112,94,1458,75,N,0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17
2006,136,1261,80,1233,64,N,0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19
2006,136,1211,79,1462,75,N,0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20
2006,152,1417,59,1261,45,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18
2006,145,1261,70,1400,60,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16
2006,139,1272,72,1137,56,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20
2006,139,1207,70,1326,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14
2006,136,1454,82,1328,74,N,0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25
2006,139,1452,67,1322,54,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,21,55,6,20,6,11,17,24,13,24,7,3,24
2006,144,1437,60,1130,59,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,23,49,5,19,8,17,11,28,18,21,5,6,21
2006,144,1206,63,1455,55,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,64,3,24,12,17,17,26,8,9,4,1,21
2006,138,1130,69,1285,56,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13
2006,137,1206,75,1277,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23
2006,138,1196,82,1454,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18
2006,137,1137,59,1116,55,N,0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15
2006,137,1326,70,1172,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20
2006,136,1196,76,1375,50,N,0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17
2007,138,1139,62,1268,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13
2007,136,1326,78,1148,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12
2007,139,1242,88,1246,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22
2007,136,1417,70,1451,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13
2007,137,1272,73,1317,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25
2007,137,1400,79,1308,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22
2007,138,1326,78,1462,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21
2007,139,1424,74,1458,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21
2007,139,1425,87,1400,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27
2007,145,1326,92,1272,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29
2007,138,1338,84,1433,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22
2007,143,1417,64,1338,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23
2007,136,1435,77,1203,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16
2007,144,1196,65,1139,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25
2007,139,1272,78,1305,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22
2007,136,1433,79,1181,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19
2007,144,1332,76,1424,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21
2007,138,1314,81,1277,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27
2007,137,1425,77,1116,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
2008,137,1116,86,1231,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
2008,137,1272,87,1426,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23
2008,139,1172,74,1207,70,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20,26,41,10,18,8,17,7,23,11,20,2,3,27
2008,136,1401,67,1140,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
2008,145,1417,76,1462,57,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19,21,58,4,19,11,16,14,14,12,9,6,1,15
2008,139,1257,78,1328,48,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18
2008,136,1452,75,1112,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
2008,137,1437,75,1155,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24
2008,143,1257,79,1397,60,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26
2008,143,1462,79,1452,75,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25,28,66,1,11,18,27,17,21,16,8,5,6,21
2008,136,1424,71,1245,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
2008,137,1314,113,1291,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18
2008,136,1390,77,1165,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
2008,137,1274,78,1388,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
2008,136,1181,71,1125,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
2008,136,1458,71,1168,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
2008,152,1242,84,1314,66,N,0,34,64,5,15,11,14,11,31,17,19,10,9,21,24,67,5,24,13,15,13,20,7,18,7,3,14
2008,138,1277,65,1338,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16
2008,134,1291,69,1164,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
2009,138,1437,89,1417,69,N,0,31,67,8,25,19,27,16,25,20,11,11,1,22,20,47,9,24,20,30,7,21,14,20,7,3,21
2009,143,1281,102,1272,91,N,0,33,62,6,16,30,45,12,25,17,12,9,3,24,35,69,3,15,18,32,15,25,16,14,8,6,25
2009,144,1314,98,1211,77,N,0,36,68,11,19,15,27,11,31,23,9,8,4,17,27,58,7,23,16,23,4,27,10,12,6,5,19
2009,139,1277,74,1425,69,N,0,22,51,6,13,24,31,12,24,20,16,5,1,18,23,57,1,10,22,26,12,18,10,11,10,5,21
2009,136,1181,86,1127,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21
2009,145,1437,78,1338,76,N,0,25,56,6,20,22,23,13,20,9,13,6,5,24,25,52,5,18,21,29,10,18,14,11,4,3,18
2009,144,1328,84,1393,71,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14,27,60,7,24,10,14,14,15,13,18,10,2,10
2009,137,1173,68,1452,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21
2009,136,1211,77,1103,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23
2009,139,1281,83,1266,79,N,0,31,64,7,22,14,20,10,20,14,7,6,4,23,23,60,5,14,28,33,16,25,8,12,4,0,17
2009,146,1277,64,1257,52,N,0,24,52,8,16,8,11,13,24,19,12,7,1,22,18,47,6,16,10,18,11,18,12,12,7,5,15
2009,139,1338,84,1329,76,N,0,28,57,11,28,17,26,19,22,18,14,2,5,12,26,54,12,28,12,12,5,16,18,9,8,1,21
2009,146,1314,72,1328,60,N,0,26,51,5,14,15,16,6,21,13,12,9,2,19,24,54,2,19,10,16,12,19,9,16,6,0,20
2009,144,1277,67,1242,62,N,0,23,59,5,15,16,17,13,18,17,13,13,2,16,24,53,3,12,11,13,13,24,11,19,7,4,17
2009,137,1112,84,1428,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22
2009,143,1437,77,1181,54,N,0,27,64,4,18,19,23,13,36,9,12,5,5,23,16,60,5,27,17,24,8,26,7,11,8,2,24
2009,145,1163,82,1281,75,N,0,27,53,2,12,26,32,11,36,15,17,3,8,13,32,76,5,18,6,12,12,20,21,6,10,1,24
2009,136,1261,75,1139,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20
2009,136,1345,61,1320,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20
2010,139,1326,75,1210,66,N,0,25,51,8,21,17,23,7,22,17,18,8,3,17,24,58,4,20,14,19,12,21,14,21,12,0,24
2010,136,1293,66,1435,65,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21,22,50,4,12,17,29,10,23,15,10,4,4,17
2010,143,1243,101,1462,96,N,2,37,78,8,19,19,29,16,24,19,12,5,11,25,31,72,12,28,22,29,19,32,12,16,8,4,28
2010,138,1243,84,1140,72,N,0,23,56,11,27,27,30,15,24,14,15,7,3,20,21,53,5,16,25,28,9,20,12,13,7,2,24
2010,137,1210,64,1329,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20
2010,136,1124,68,1358,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20
2010,144,1124,72,1388,49,N,0,28,61,8,17,8,10,15,26,14,7,8,1,9,19,54,6,22,5,8,10,19,14,10,1,4,12
2010,136,1388,80,1350,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23
2010,136,1243,82,1317,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17
2010,136,1325,97,1207,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,31,61,8,22,13,19,14,17,14,18,5,5,21
2010,136,1320,69,1424,66,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16,25,58,9,22,7,12,15,13,12,8,9,2,20
2010,137,1143,77,1257,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,26,60,5,19,5,9,15,22,13,15,9,1,19
2010,152,1139,52,1277,50,N,0,15,49,5,21,17,24,11,21,5,8,12,2,17,18,42,4,11,10,18,8,28,11,16,3,4,21
2010,139,1345,63,1401,61,N,1,26,63,6,17,5,6,5,34,11,12,12,6,18,23,65,5,17,10,17,14,31,14,14,8,3,13
2010,137,1277,70,1308,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23
2010,152,1181,78,1452,57,N,0,29,55,13,25,7,9,11,18,20,6,5,1,16,19,46,5,12,14,19,11,16,11,10,1,4,12
2010,136,1140,99,1196,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,34,78,10,32,14,19,20,25,15,21,7,4,24
2010,136,1246,100,1190,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,23,64,4,17,21,37,15,25,11,14,11,1,23
2010,143,1246,62,1165,45,N,0,22,50,2,16,16,26,13,28,15,13,12,6,17,16,48,5,21,8,13,7,21,8,15,6,3,22
2011,139,1326,98,1206,66,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17
2011,136,1140,74,1459,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
2011,137,1228,73,1424,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
2011,137,1449,68,1208,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13
2011,137,1181,87,1214,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011,138,1246,71,1452,63,N,0,24,50,6,18,17,24,9,25,12,10,1,6,19,22,53,7,19,12,16,9,21,9,11,5,2,23
2011,138,1350,65,1287,48,N,0,26,55,4,16,9,13,10,22,18,6,5,4,12,18,48,2,14,10,15,12,22,7,9,4,3,16
2011,137,1323,69,1103,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
2011,136,1338,74,1421,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
2011,136,1350,69,1435,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
2011,139,1433,94,1345,76,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15
2011,143,1112,93,1181,77,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20
2011,152,1163,56,1246,55,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12
2011,139,1314,86,1449,83,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20
2011,146,1246,76,1314,69,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17
2011,138,1196,73,1417,65,N,0,27,54,6,14,13,17,8,24,13,8,2,4,18,23,55,3,13,16,25,14,21,12,8,4,5,14
2011,137,1112,77,1272,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
2011,136,1243,73,1429,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25
2011,138,1458,70,1243,65,N,0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22
2011,136,1417,78,1277,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
2012,154,1246,67,1242,59,N,0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16
2012,137,1301,79,1361,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012,139,1153,62,1199,56,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20
2012,137,1242,65,1178,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012,136,1231,79,1308,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012,136,1307,75,1253,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012,136,1160,68,1424,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012,143,1196,68,1266,58,N,0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17
2012,134,1140,78,1233,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012,138,1257,59,1307,56,N,0,22,48,7,15,8,12,7,18,9,11,9,5,14,23,58,5,23,5,8,17,19,13,13,5,2,12
2012,134,1443,59,1290,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012,136,1433,62,1455,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012,136,1246,81,1443,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
2012,143,1257,57,1277,44,N,0,21,55,9,23,6,11,11,28,15,10,9,7,11,14,49,5,21,11,12,8,28,12,15,8,7,15
2012,143,1393,64,1458,63,N,0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12
2012,146,1246,82,1124,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32
2012,137,1345,72,1388,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012,146,1242,80,1314,67,N,0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17
2012,139,1314,87,1166,73,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18
2012,136,1243,70,1379,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
